tax_form_code,region,tax_form_name,description,purpose,report_level,authority_level_guess,due_day,requires_outlet_setup,is_two_factor_auth_required,is_non_billable,ach_credit_only_payment,dor_website,dor_email_address,dor_phone_number,dor_address_mail_to,dor_address_1,dor_address_2,dor_address_city,dor_address_region,dor_address_postal_code,payment_website,zero_website,amended_website,has_shared_login_credentials,outlet_reporting_method,form_type,form_image_count,tax_authority_count,tax_authorities,tax_types,filing_methods,filing_frequencies,frequency_examples,dependency_codes,optional_schedules,adjustment_codes,standard_question_count,custom_question_count,filing_method_question_count,filtered_standard_question_count,filtered_custom_question_count,registration_field_count,registration_field_names,raw_form_header
USPRCAROLINA,PR,PR Carolina,Declaration for the Municipal Citizen Contribution on Retail Sales,,,,20,False,False,False,False,https://ivu.hacienda.gobierno.pr/English/AUT/welcome.aspx,,,Gobierno Municipal Autonomo de Carolina,PO Box 8,,Carolina,PR,00986-0008,,,,False,None,Return Form,1,1,CAROLINA CO,Consumer Use | Sales Tax | Sellers Use,Electronic,Monthly | Quarterly | Annually,"March 2026, filed in April | Jan 2026 - Mar 2026, filed in April | Jan 2026 - Dec 2026, filed in January",,,Discount | JURISDICTIONISSUEDCREDIT | MARKETPLACE | Rounding,9,1,3,3,0,4,Taxpayer ID or Employer Identification Number (EIN) | Puerto Rico Merchant's Registration Number | Efile Username | Efile Password,"{""FormMasterId"":548,""TaxFormCode"":""USPRCAROLINA"",""LegacyReturnName"":""PRCAROLINA"",""TaxFormName"":""PR Carolina"",""Description"":""Declaration for the Municipal Citizen Contribution on Retail Sales"",""Country"":""US"",""Region"":""PR"",""Purpose"":null,""DueDay"":20,""FiscalYearStartMonth"":1,""RequiresOutletSetup"":false,""IsTwoFactorAuthRequired"":false,""IsNonBillable"":false,""ACHCreditOnlyPayment"":false,""DORAddressMailTo"":""Gobierno Municipal Autonomo de Carolina"",""DORAddress1"":""PO Box 8"",""DORAddress2"":null,""DORAddressCity"":""Carolina"",""DORAddressRegion"":""PR"",""DORAddressPostalCode"":""00986-0008"",""DORAddressCountry"":""US"",""DORPhoneNumber"":null,""DORFaxNumber"":null,""DORWebsite"":""https://ivu.hacienda.gobierno.pr/English/AUT/welcome.aspx"",""DOREmailAddress"":null,""ZeroAddressMailTo"":null,""ZeroAddress1"":null,""ZeroAddress2"":null,""ZeroAddressCity"":null,""ZeroAddressRegion"":null,""ZeroAddressPostalCode"":null,""ZeroAddressCountry"":null,""ZeroPhoneNumber"":null,""ZeroFaxNumber"":null,""ZeroWebsite"":null,""ZeroEmailAddress"":null,""AmendedAddressMailTo"":null,""AmendedAddress1"":null,""AmendedAddress2"":null,""AmendedAddressCity"":null,""AmendedAddressRegion"":null,""AmendedAddressPostalCode"":null,""AmendedAddressCountry"":null,""AmendedPhoneNumber"":null,""AmendedFaxNumber"":null,""AmendedWebsite"":null,""AmendedEmailAddress"":null,""PaymentAddressMailTo"":null,""PaymentAddress1"":null,""PaymentAddress2"":null,""PaymentAddressCity"":null,""PaymentAddressRegion"":null,""PaymentAddressPostalCode"":null,""PaymentAddressCountry"":null,""PaymentPhoneNumber"":null,""PaymentFaxNumber"":null,""PaymentWebsite"":null,""PaymentEmailAddress"":null,""OutletReportingMethodId"":0,""OutletReportingMethod"":""None"",""FormTypeId"":3,""FormType"":""Return Form"",""AllowFilingCalendarAutoApproval"":false,""CurrencyCode"":""USD"",""PostFormDateRange"":null,""HasSharedLoginCredentials"":false}"
USPRCATANO,PR,PR Catano,Declaration for the Municipal Citizen Contribution on Retail Sales,,CTY,county,20,False,False,False,False,https://www.cofim.pr.gov/Default.aspx,,,Municipio de Catano,Departamento de Finanzas,Apartado 428,Catano,PR,00963,,,,False,None,Return Form,1,1,CATANO CO,Consumer Use | Sales Tax | Sellers Use,Electronic,Monthly | Quarterly | Annually,"March 2026, filed in April | Jan 2026 - Mar 2026, filed in April | Jan 2026 - Dec 2026, filed in January",,,Discount | JURISDICTIONISSUEDCREDIT | MARKETPLACE | Rounding,9,1,3,3,0,4,Taxpayer ID or Employer Identification Number (EIN) | Puerto Rico Merchant's Registration Number | Efile Username | Efile Password,"{""FormMasterId"":549,""TaxFormCode"":""USPRCATANO"",""LegacyReturnName"":""PRCATANO"",""TaxFormName"":""PR Catano"",""Description"":""Declaration for the Municipal Citizen Contribution on Retail Sales"",""Country"":""US"",""Region"":""PR"",""Purpose"":null,""DueDay"":20,""FiscalYearStartMonth"":1,""RequiresOutletSetup"":false,""IsTwoFactorAuthRequired"":false,""IsNonBillable"":false,""ACHCreditOnlyPayment"":false,""DORAddressMailTo"":""Municipio de Catano"",""DORAddress1"":""Departamento de Finanzas"",""DORAddress2"":""Apartado 428"",""DORAddressCity"":""Catano"",""DORAddressRegion"":""PR"",""DORAddressPostalCode"":""00963"",""DORAddressCountry"":""US"",""DORPhoneNumber"":null,""DORFaxNumber"":null,""DORWebsite"":""https://www.cofim.pr.gov/Default.aspx"",""DOREmailAddress"":null,""ZeroAddressMailTo"":null,""ZeroAddress1"":null,""ZeroAddress2"":null,""ZeroAddressCity"":null,""ZeroAddressRegion"":null,""ZeroAddressPostalCode"":null,""ZeroAddressCountry"":null,""ZeroPhoneNumber"":null,""ZeroFaxNumber"":null,""ZeroWebsite"":null,""ZeroEmailAddress"":null,""AmendedAddressMailTo"":null,""AmendedAddress1"":null,""AmendedAddress2"":null,""AmendedAddressCity"":null,""AmendedAddressRegion"":null,""AmendedAddressPostalCode"":null,""AmendedAddressCountry"":null,""AmendedPhoneNumber"":null,""AmendedFaxNumber"":null,""AmendedWebsite"":null,""AmendedEmailAddress"":null,""PaymentAddressMailTo"":null,""PaymentAddress1"":null,""PaymentAddress2"":null,""PaymentAddressCity"":null,""PaymentAddressRegion"":null,""PaymentAddressPostalCode"":null,""PaymentAddressCountry"":null,""PaymentPhoneNumber"":null,""PaymentFaxNumber"":null,""PaymentWebsite"":null,""PaymentEmailAddress"":null,""OutletReportingMethodId"":0,""OutletReportingMethod"":""None"",""FormTypeId"":3,""FormType"":""Return Form"",""AllowFilingCalendarAutoApproval"":false,""CurrencyCode"":""USD"",""PostFormDateRange"":null,""HasSharedLoginCredentials"":false}"
USPRCAYEY,PR,PR Cayey,Declaration for the Municipal Citizen Contribution on Retail Sales,,CTY,county,20,False,False,False,False,https://www.cofim.pr.gov/Default.aspx,,,Municipio de Cayey,PO Box 371330,,Cayey,PR,00737-1330,,,,False,None,Return Form,1,1,CAYEY CO,Consumer Use | Sales Tax | Sellers Use,Electronic,Monthly | Quarterly | Annually,"March 2026, filed in April | Jan 2026 - Mar 2026, filed in April | Jan 2026 - Dec 2026, filed in January",,,Discount | JURISDICTIONISSUEDCREDIT | MARKETPLACE | Rounding,9,1,3,3,0,4,Taxpayer ID or Employer Identification Number (EIN) | Puerto Rico Merchant's Registration Number | Efile Username | Efile Password,"{""FormMasterId"":550,""TaxFormCode"":""USPRCAYEY"",""LegacyReturnName"":""PRCAYEY"",""TaxFormName"":""PR Cayey"",""Description"":""Declaration for the Municipal Citizen Contribution on Retail Sales"",""Country"":""US"",""Region"":""PR"",""Purpose"":null,""DueDay"":20,""FiscalYearStartMonth"":1,""RequiresOutletSetup"":false,""IsTwoFactorAuthRequired"":false,""IsNonBillable"":false,""ACHCreditOnlyPayment"":false,""DORAddressMailTo"":""Municipio de Cayey"",""DORAddress1"":""PO Box 371330"",""DORAddress2"":null,""DORAddressCity"":""Cayey"",""DORAddressRegion"":""PR"",""DORAddressPostalCode"":""00737-1330"",""DORAddressCountry"":""US"",""DORPhoneNumber"":null,""DORFaxNumber"":null,""DORWebsite"":""https://www.cofim.pr.gov/Default.aspx"",""DOREmailAddress"":null,""ZeroAddressMailTo"":null,""ZeroAddress1"":null,""ZeroAddress2"":null,""ZeroAddressCity"":null,""ZeroAddressRegion"":null,""ZeroAddressPostalCode"":null,""ZeroAddressCountry"":null,""ZeroPhoneNumber"":null,""ZeroFaxNumber"":null,""ZeroWebsite"":null,""ZeroEmailAddress"":null,""AmendedAddressMailTo"":null,""AmendedAddress1"":null,""AmendedAddress2"":null,""AmendedAddressCity"":null,""AmendedAddressRegion"":null,""AmendedAddressPostalCode"":null,""AmendedAddressCountry"":null,""AmendedPhoneNumber"":null,""AmendedFaxNumber"":null,""AmendedWebsite"":null,""AmendedEmailAddress"":null,""PaymentAddressMailTo"":null,""PaymentAddress1"":null,""PaymentAddress2"":null,""PaymentAddressCity"":null,""PaymentAddressRegion"":null,""PaymentAddressPostalCode"":null,""PaymentAddressCountry"":null,""PaymentPhoneNumber"":null,""PaymentFaxNumber"":null,""PaymentWebsite"":null,""PaymentEmailAddress"":null,""OutletReportingMethodId"":0,""OutletReportingMethod"":""None"",""FormTypeId"":3,""FormType"":""Return Form"",""AllowFilingCalendarAutoApproval"":false,""CurrencyCode"":""USD"",""PostFormDateRange"":null,""HasSharedLoginCredentials"":false}"
USPRCEIBA,PR,PR Ceiba,Declaration for the Municipal Citizen Contribution on Retail Sales,,CTY,county,20,False,False,False,False,,,,,,,,,,,,,False,None,Return Form,1,1,CEIBA CO,Consumer Use | Sales Tax | Sellers Use,Electronic,Monthly | Quarterly | Annually,"March 2026, filed in April | Jan 2026 - Mar 2026, filed in April | Jan 2026 - Dec 2026, filed in January",,,Discount | JURISDICTIONISSUEDCREDIT | MARKETPLACE | Rounding,9,1,3,3,0,4,Taxpayer ID or Employer Identification Number (EIN) | Puerto Rico Merchant's Registration Number | Efile Username | Efile Password,"{""FormMasterId"":2536,""TaxFormCode"":""USPRCEIBA"",""LegacyReturnName"":""PRCEIBA"",""TaxFormName"":""PR Ceiba"",""Description"":""Declaration for the Municipal Citizen Contribution on Retail Sales"",""Country"":""US"",""Region"":""PR"",""Purpose"":null,""DueDay"":20,""FiscalYearStartMonth"":1,""RequiresOutletSetup"":false,""IsTwoFactorAuthRequired"":false,""IsNonBillable"":false,""ACHCreditOnlyPayment"":false,""DORAddressMailTo"":null,""DORAddress1"":null,""DORAddress2"":null,""DORAddressCity"":null,""DORAddressRegion"":null,""DORAddressPostalCode"":null,""DORAddressCountry"":null,""DORPhoneNumber"":null,""DORFaxNumber"":null,""DORWebsite"":null,""DOREmailAddress"":null,""ZeroAddressMailTo"":null,""ZeroAddress1"":null,""ZeroAddress2"":null,""ZeroAddressCity"":null,""ZeroAddressRegion"":null,""ZeroAddressPostalCode"":null,""ZeroAddressCountry"":null,""ZeroPhoneNumber"":null,""ZeroFaxNumber"":null,""ZeroWebsite"":null,""ZeroEmailAddress"":null,""AmendedAddressMailTo"":null,""AmendedAddress1"":null,""AmendedAddress2"":null,""AmendedAddressCity"":null,""AmendedAddressRegion"":null,""AmendedAddressPostalCode"":null,""AmendedAddressCountry"":null,""AmendedPhoneNumber"":null,""AmendedFaxNumber"":null,""AmendedWebsite"":null,""AmendedEmailAddress"":null,""PaymentAddressMailTo"":null,""PaymentAddress1"":null,""PaymentAddress2"":null,""PaymentAddressCity"":null,""PaymentAddressRegion"":null,""PaymentAddressPostalCode"":null,""PaymentAddressCountry"":null,""PaymentPhoneNumber"":null,""PaymentFaxNumber"":null,""PaymentWebsite"":null,""PaymentEmailAddress"":null,""OutletReportingMethodId"":0,""OutletReportingMethod"":""None"",""FormTypeId"":3,""FormType"":""Return Form"",""AllowFilingCalendarAutoApproval"":false,""CurrencyCode"":""USD"",""PostFormDateRange"":null,""HasSharedLoginCredentials"":false}"
USPRCIALES,PR,PR Ciales,Declaración de la Aportación Ciudadana sobre las Ventas,,CTY,county,20,False,False,False,False,https://www.cofim.pr.gov/Default.aspx,,,Municipal de Ciales,Calle De Diego #29,,Ciales,PR,00638,,,,False,None,Return Form,1,1,CIALES CO,Consumer Use | Sales Tax | Sellers Use,Electronic,Monthly | Quarterly | Annually,"March 2026, filed in April | Jan 2026 - Mar 2026, filed in April | Jan 2026 - Dec 2026, filed in January",,,Discount | JURISDICTIONISSUEDCREDIT | MARKETPLACE | Rounding,9,1,3,3,0,4,Taxpayer ID or Employer Identification Number (EIN) | Puerto Rico Merchant's Registration Number | Efile Username | Efile Password,"{""FormMasterId"":821,""TaxFormCode"":""USPRCIALES"",""LegacyReturnName"":""PRCIALES"",""TaxFormName"":""PR Ciales"",""Description"":""Declaraci\u00f3n de la Aportaci\u00f3n Ciudadana sobre las Ventas"",""Country"":""US"",""Region"":""PR"",""Purpose"":null,""DueDay"":20,""FiscalYearStartMonth"":1,""RequiresOutletSetup"":false,""IsTwoFactorAuthRequired"":false,""IsNonBillable"":false,""ACHCreditOnlyPayment"":false,""DORAddressMailTo"":""Municipal de Ciales"",""DORAddress1"":""Calle De Diego #29"",""DORAddress2"":null,""DORAddressCity"":""Ciales"",""DORAddressRegion"":""PR"",""DORAddressPostalCode"":""00638"",""DORAddressCountry"":""US"",""DORPhoneNumber"":null,""DORFaxNumber"":null,""DORWebsite"":""https://www.cofim.pr.gov/Default.aspx"",""DOREmailAddress"":null,""ZeroAddressMailTo"":null,""ZeroAddress1"":null,""ZeroAddress2"":null,""ZeroAddressCity"":null,""ZeroAddressRegion"":null,""ZeroAddressPostalCode"":null,""ZeroAddressCountry"":null,""ZeroPhoneNumber"":null,""ZeroFaxNumber"":null,""ZeroWebsite"":null,""ZeroEmailAddress"":null,""AmendedAddressMailTo"":null,""AmendedAddress1"":null,""AmendedAddress2"":null,""AmendedAddressCity"":null,""AmendedAddressRegion"":null,""AmendedAddressPostalCode"":null,""AmendedAddressCountry"":null,""AmendedPhoneNumber"":null,""AmendedFaxNumber"":null,""AmendedWebsite"":null,""AmendedEmailAddress"":null,""PaymentAddressMailTo"":null,""PaymentAddress1"":null,""PaymentAddress2"":null,""PaymentAddressCity"":null,""PaymentAddressRegion"":null,""PaymentAddressPostalCode"":null,""PaymentAddressCountry"":null,""PaymentPhoneNumber"":null,""PaymentFaxNumber"":null,""PaymentWebsite"":null,""PaymentEmailAddress"":null,""OutletReportingMethodId"":0,""OutletReportingMethod"":""None"",""FormTypeId"":3,""FormType"":""Return Form"",""AllowFilingCalendarAutoApproval"":false,""CurrencyCode"":""USD"",""PostFormDateRange"":null,""HasSharedLoginCredentials"":false}"
USPRCIDRA,PR,PR Cidra,Declaration for the Municipal Citizen Contribution on Retail Sales,,,,20,False,False,False,False,https://ivu.hacienda.gobierno.pr/English/AUT/welcome.aspx,,,Municipio de Cidra,PO Box 729,,Cidra,PR,739,,,,False,None,Return Form,1,1,CIDRA CO,Consumer Use | Sales Tax | Sellers Use,Electronic,Monthly | Quarterly | Annually,"March 2026, filed in April | Jan 2026 - Mar 2026, filed in April | Jan 2026 - Dec 2026, filed in January",,,Discount | JURISDICTIONISSUEDCREDIT | MARKETPLACE | Rounding,9,1,3,3,0,4,Taxpayer ID or Employer Identification Number (EIN) | Puerto Rico Merchant's Registration Number | Efile Username | Efile Password,"{""FormMasterId"":551,""TaxFormCode"":""USPRCIDRA"",""LegacyReturnName"":""PRCIDRA"",""TaxFormName"":""PR Cidra"",""Description"":""Declaration for the Municipal Citizen Contribution on Retail Sales"",""Country"":""US"",""Region"":""PR"",""Purpose"":null,""DueDay"":20,""FiscalYearStartMonth"":1,""RequiresOutletSetup"":false,""IsTwoFactorAuthRequired"":false,""IsNonBillable"":false,""ACHCreditOnlyPayment"":false,""DORAddressMailTo"":""Municipio de Cidra"",""DORAddress1"":""PO Box 729"",""DORAddress2"":null,""DORAddressCity"":""Cidra"",""DORAddressRegion"":""PR"",""DORAddressPostalCode"":""739"",""DORAddressCountry"":""US"",""DORPhoneNumber"":null,""DORFaxNumber"":null,""DORWebsite"":""https://ivu.hacienda.gobierno.pr/English/AUT/welcome.aspx"",""DOREmailAddress"":null,""ZeroAddressMailTo"":null,""ZeroAddress1"":null,""ZeroAddress2"":null,""ZeroAddressCity"":null,""ZeroAddressRegion"":null,""ZeroAddressPostalCode"":null,""ZeroAddressCountry"":null,""ZeroPhoneNumber"":null,""ZeroFaxNumber"":null,""ZeroWebsite"":null,""ZeroEmailAddress"":null,""AmendedAddressMailTo"":null,""AmendedAddress1"":null,""AmendedAddress2"":null,""AmendedAddressCity"":null,""AmendedAddressRegion"":null,""AmendedAddressPostalCode"":null,""AmendedAddressCountry"":null,""AmendedPhoneNumber"":null,""AmendedFaxNumber"":null,""AmendedWebsite"":null,""AmendedEmailAddress"":null,""PaymentAddressMailTo"":null,""PaymentAddress1"":null,""PaymentAddress2"":null,""PaymentAddressCity"":null,""PaymentAddressRegion"":null,""PaymentAddressPostalCode"":null,""PaymentAddressCountry"":null,""PaymentPhoneNumber"":null,""PaymentFaxNumber"":null,""PaymentWebsite"":null,""PaymentEmailAddress"":null,""OutletReportingMethodId"":0,""OutletReportingMethod"":""None"",""FormTypeId"":3,""FormType"":""Return Form"",""AllowFilingCalendarAutoApproval"":false,""CurrencyCode"":""USD"",""PostFormDateRange"":null,""HasSharedLoginCredentials"":false}"
USPRCOAMO,PR,PR Coamo,Declaration for the Municipal Citizen Contribution on Retail Sales,,CTY,county,20,False,False,False,False,,,,,,,,,,,,,False,None,Return Form,1,1,COAMO CO,Consumer Use | Sales Tax | Sellers Use,Electronic,Monthly | Quarterly | Annually,"March 2026, filed in April | Jan 2026 - Mar 2026, filed in April | Jan 2026 - Dec 2026, filed in January",,,Discount | JURISDICTIONISSUEDCREDIT | MARKETPLACE | Rounding,9,1,3,3,0,4,Taxpayer ID or Employer Identification Number (EIN) | Puerto Rico Merchant's Registration Number | Efile Username | Efile Password,"{""FormMasterId"":2537,""TaxFormCode"":""USPRCOAMO"",""LegacyReturnName"":""PRCOAMO"",""TaxFormName"":""PR Coamo"",""Description"":""Declaration for the Municipal Citizen Contribution on Retail Sales"",""Country"":""US"",""Region"":""PR"",""Purpose"":null,""DueDay"":20,""FiscalYearStartMonth"":1,""RequiresOutletSetup"":false,""IsTwoFactorAuthRequired"":false,""IsNonBillable"":false,""ACHCreditOnlyPayment"":false,""DORAddressMailTo"":null,""DORAddress1"":null,""DORAddress2"":null,""DORAddressCity"":null,""DORAddressRegion"":null,""DORAddressPostalCode"":null,""DORAddressCountry"":null,""DORPhoneNumber"":null,""DORFaxNumber"":null,""DORWebsite"":null,""DOREmailAddress"":null,""ZeroAddressMailTo"":null,""ZeroAddress1"":null,""ZeroAddress2"":null,""ZeroAddressCity"":null,""ZeroAddressRegion"":null,""ZeroAddressPostalCode"":null,""ZeroAddressCountry"":null,""ZeroPhoneNumber"":null,""ZeroFaxNumber"":null,""ZeroWebsite"":null,""ZeroEmailAddress"":null,""AmendedAddressMailTo"":null,""AmendedAddress1"":null,""AmendedAddress2"":null,""AmendedAddressCity"":null,""AmendedAddressRegion"":null,""AmendedAddressPostalCode"":null,""AmendedAddressCountry"":null,""AmendedPhoneNumber"":null,""AmendedFaxNumber"":null,""AmendedWebsite"":null,""AmendedEmailAddress"":null,""PaymentAddressMailTo"":null,""PaymentAddress1"":null,""PaymentAddress2"":null,""PaymentAddressCity"":null,""PaymentAddressRegion"":null,""PaymentAddressPostalCode"":null,""PaymentAddressCountry"":null,""PaymentPhoneNumber"":null,""PaymentFaxNumber"":null,""PaymentWebsite"":null,""PaymentEmailAddress"":null,""OutletReportingMethodId"":0,""OutletReportingMethod"":""None"",""FormTypeId"":3,""FormType"":""Return Form"",""AllowFilingCalendarAutoApproval"":false,""CurrencyCode"":""USD"",""PostFormDateRange"":null,""HasSharedLoginCredentials"":false}"
USPRCOMERIO,PR,PR Comerio,Declaración de la Aportación Ciudadana sobre las Ventas,,CTY,county,20,False,False,False,False,https://www.cofim.pr.gov/Default.aspx,,,Comerio,Georgetti Street # 14 (next to the Tribunal),,Comerio,PR,00782,,,,False,None,Return Form,1,1,COMERIO CO,Consumer Use | Sales Tax | Sellers Use,Electronic,Monthly | Quarterly | Annually,"March 2026, filed in April | Jan 2026 - Mar 2026, filed in April | Jan 2026 - Dec 2026, filed in January",,,Discount | JURISDICTIONISSUEDCREDIT | MARKETPLACE | Rounding,9,1,3,3,0,4,Taxpayer ID or Employer Identification Number (EIN) | Puerto Rico Merchant's Registration Number | Efile Username | Efile Password,"{""FormMasterId"":852,""TaxFormCode"":""USPRCOMERIO"",""LegacyReturnName"":""PRCOMERIO"",""TaxFormName"":""PR Comerio"",""Description"":""Declaraci\u00f3n de la Aportaci\u00f3n Ciudadana sobre las Ventas"",""Country"":""US"",""Region"":""PR"",""Purpose"":null,""DueDay"":20,""FiscalYearStartMonth"":1,""RequiresOutletSetup"":false,""IsTwoFactorAuthRequired"":false,""IsNonBillable"":false,""ACHCreditOnlyPayment"":false,""DORAddressMailTo"":""Comerio"",""DORAddress1"":""Georgetti Street # 14 (next to the Tribunal)"",""DORAddress2"":null,""DORAddressCity"":""Comerio"",""DORAddressRegion"":""PR"",""DORAddressPostalCode"":""00782"",""DORAddressCountry"":""US"",""DORPhoneNumber"":null,""DORFaxNumber"":null,""DORWebsite"":""https://www.cofim.pr.gov/Default.aspx"",""DOREmailAddress"":null,""ZeroAddressMailTo"":null,""ZeroAddress1"":null,""ZeroAddress2"":null,""ZeroAddressCity"":null,""ZeroAddressRegion"":null,""ZeroAddressPostalCode"":null,""ZeroAddressCountry"":null,""ZeroPhoneNumber"":null,""ZeroFaxNumber"":null,""ZeroWebsite"":null,""ZeroEmailAddress"":null,""AmendedAddressMailTo"":null,""AmendedAddress1"":null,""AmendedAddress2"":null,""AmendedAddressCity"":null,""AmendedAddressRegion"":null,""AmendedAddressPostalCode"":null,""AmendedAddressCountry"":null,""AmendedPhoneNumber"":null,""AmendedFaxNumber"":null,""AmendedWebsite"":null,""AmendedEmailAddress"":null,""PaymentAddressMailTo"":null,""PaymentAddress1"":null,""PaymentAddress2"":null,""PaymentAddressCity"":null,""PaymentAddressRegion"":null,""PaymentAddressPostalCode"":null,""PaymentAddressCountry"":null,""PaymentPhoneNumber"":null,""PaymentFaxNumber"":null,""PaymentWebsite"":null,""PaymentEmailAddress"":null,""OutletReportingMethodId"":0,""OutletReportingMethod"":""None"",""FormTypeId"":3,""FormType"":""Return Form"",""AllowFilingCalendarAutoApproval"":false,""CurrencyCode"":""USD"",""PostFormDateRange"":null,""HasSharedLoginCredentials"":false}"
USPRCOROZAL,PR,USPRCOROZAL,Generic Sales/Use Tax Return,,CIT,city,20,False,False,False,False,,7878592268,,COFIM - Municipio de Corozal,9 Calle Cervantes,,Corozal,PR,783,,,,False,None,Return Form,1,1,COROZAL CO,Consumer Use | Sales Tax | Sellers Use,Electronic,,,,,Discount | JURISDICTIONISSUEDCREDIT | MARKETPLACE | Rounding,9,1,3,3,0,4,Taxpayer ID or Employer Identification Number (EIN) | Puerto Rico Merchant's Registration Number | Efile Username | Efile Password,"{""FormMasterId"":1017702,""TaxFormCode"":""USPRCOROZAL"",""LegacyReturnName"":""PRCOROZAL"",""TaxFormName"":""USPRCOROZAL"",""Description"":""Generic Sales/Use Tax Return"",""Country"":""US"",""Region"":""PR"",""Purpose"":null,""DueDay"":20,""FiscalYearStartMonth"":1,""RequiresOutletSetup"":false,""IsTwoFactorAuthRequired"":false,""IsNonBillable"":false,""ACHCreditOnlyPayment"":false,""DORAddressMailTo"":""COFIM - Municipio de Corozal"",""DORAddress1"":""9 Calle Cervantes"",""DORAddress2"":null,""DORAddressCity"":""Corozal"",""DORAddressRegion"":""PR"",""DORAddressPostalCode"":""783"",""DORAddressCountry"":""USA"",""DORPhoneNumber"":null,""DORFaxNumber"":""7878593060"",""DORWebsite"":"""",""DOREmailAddress"":""7878592268"",""ZeroAddressMailTo"":null,""ZeroAddress1"":null,""ZeroAddress2"":null,""ZeroAddressCity"":null,""ZeroAddressRegion"":null,""ZeroAddressPostalCode"":null,""ZeroAddressCountry"":null,""ZeroPhoneNumber"":null,""ZeroFaxNumber"":null,""ZeroWebsite"":null,""ZeroEmailAddress"":null,""AmendedAddressMailTo"":null,""AmendedAddress1"":null,""AmendedAddress2"":null,""AmendedAddressCity"":null,""AmendedAddressRegion"":null,""AmendedAddressPostalCode"":null,""AmendedAddressCountry"":null,""AmendedPhoneNumber"":null,""AmendedFaxNumber"":null,""AmendedWebsite"":null,""AmendedEmailAddress"":null,""PaymentAddressMailTo"":null,""PaymentAddress1"":null,""PaymentAddress2"":null,""PaymentAddressCity"":null,""PaymentAddressRegion"":null,""PaymentAddressPostalCode"":null,""PaymentAddressCountry"":null,""PaymentPhoneNumber"":null,""PaymentFaxNumber"":null,""PaymentWebsite"":null,""PaymentEmailAddress"":null,""OutletReportingMethodId"":0,""OutletReportingMethod"":""None"",""FormTypeId"":3,""FormType"":""Return Form"",""AllowFilingCalendarAutoApproval"":false,""CurrencyCode"":""USD"",""PostFormDateRange"":null,""HasSharedLoginCredentials"":false}"
USPRCULEBRA,PR,PR Culebra,Declaración de la Aportación Ciudadana sobre las Ventas,,CTY,county,20,False,False,False,False,https://www.cofim.pr.gov/Default.aspx,,,Departamento De Hacienda,PO Box 9024140,,San Juan,PR,00902-4140,,,,False,None,Return Form,1,1,CULEBRA CO,Consumer Use | Sales Tax | Sellers Use,Electronic,Monthly | Quarterly | Annually,"March 2026, filed in April | Jan 2026 - Mar 2026, filed in April | Jan 2026 - Dec 2026, filed in January",,,Discount | JURISDICTIONISSUEDCREDIT | MARKETPLACE | Rounding,9,1,3,3,0,4,Taxpayer ID or Employer Identification Number (EIN) | Puerto Rico Merchant's Registration Number | Efile Username | Efile Password,"{""FormMasterId"":822,""TaxFormCode"":""USPRCULEBRA"",""LegacyReturnName"":""PRCULEBRA"",""TaxFormName"":""PR Culebra"",""Description"":""Declaraci\u00f3n de la Aportaci\u00f3n Ciudadana sobre las Ventas"",""Country"":""US"",""Region"":""PR"",""Purpose"":null,""DueDay"":20,""FiscalYearStartMonth"":1,""RequiresOutletSetup"":false,""IsTwoFactorAuthRequired"":false,""IsNonBillable"":false,""ACHCreditOnlyPayment"":false,""DORAddressMailTo"":""Departamento De Hacienda"",""DORAddress1"":""PO Box 9024140"",""DORAddress2"":null,""DORAddressCity"":""San Juan"",""DORAddressRegion"":""PR"",""DORAddressPostalCode"":""00902-4140"",""DORAddressCountry"":""US"",""DORPhoneNumber"":null,""DORFaxNumber"":null,""DORWebsite"":""https://www.cofim.pr.gov/Default.aspx"",""DOREmailAddress"":null,""ZeroAddressMailTo"":null,""ZeroAddress1"":null,""ZeroAddress2"":null,""ZeroAddressCity"":null,""ZeroAddressRegion"":null,""ZeroAddressPostalCode"":null,""ZeroAddressCountry"":null,""ZeroPhoneNumber"":null,""ZeroFaxNumber"":null,""ZeroWebsite"":null,""ZeroEmailAddress"":null,""AmendedAddressMailTo"":null,""AmendedAddress1"":null,""AmendedAddress2"":null,""AmendedAddressCity"":null,""AmendedAddressRegion"":null,""AmendedAddressPostalCode"":null,""AmendedAddressCountry"":null,""AmendedPhoneNumber"":null,""AmendedFaxNumber"":null,""AmendedWebsite"":null,""AmendedEmailAddress"":null,""PaymentAddressMailTo"":null,""PaymentAddress1"":null,""PaymentAddress2"":null,""PaymentAddressCity"":null,""PaymentAddressRegion"":null,""PaymentAddressPostalCode"":null,""PaymentAddressCountry"":null,""PaymentPhoneNumber"":null,""PaymentFaxNumber"":null,""PaymentWebsite"":null,""PaymentEmailAddress"":null,""OutletReportingMethodId"":0,""OutletReportingMethod"":""None"",""FormTypeId"":3,""FormType"":""Return Form"",""AllowFilingCalendarAutoApproval"":false,""CurrencyCode"":""USD"",""PostFormDateRange"":null,""HasSharedLoginCredentials"":false}"
