relative_path,file_id,size_bytes,modified,download_path
De-Registration Project/Paper Submissions/Sent via Fax/NV Sales-Use Tax Account Close Out.pdf,1Mp_AZ8-_lZN5OzVN-k2PmcaxQ4hPQw3p,678112,2/4/2026 1:45:54 AM,/GoogleDrive/DownloadFile/1Mp_AZ8-_lZN5OzVN-k2PmcaxQ4hPQw3p
De-Registration Project/Paper Submissions/Sent via Fax/KY - Update or Cancellation of Tax Account.pdf,1NHg0L2j-OUVV2vyf9vDuDAvSwi1693Cx,402749,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1NHg0L2j-OUVV2vyf9vDuDAvSwi1693Cx
De-Registration Project/Paper Submissions/Sent via Fax/KS - Notice of Business Closure.pdf,1vA2Vmau63o555yVrkC2oNd563Cey0cVb,989953,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1vA2Vmau63o555yVrkC2oNd563Cey0cVb
De-Registration Project/Paper Submissions/Sent via Fax/NE De-Registration Cover Letter.pdf,19_qU0OCUYkgQ1LH6Vn_O-l6gR2R-aDWt,1105724,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/19_qU0OCUYkgQ1LH6Vn_O-l6gR2R-aDWt
De-Registration Project/Paper Submissions/Sent via Fax/CA De-Registration Cover Letter.pdf,1IJjmJDl5CrPSwukO4rHnMdna4YOJ4cFB,2386331,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1IJjmJDl5CrPSwukO4rHnMdna4YOJ4cFB
De-Registration Project/Paper Submissions/Sent via Fax/KS De-Registration Cover Letter.pdf,1BQwz4Ri9Q0aQKkZTVrWlPRJRGrrpyDDS,1106391,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1BQwz4Ri9Q0aQKkZTVrWlPRJRGrrpyDDS
De-Registration Project/Paper Submissions/Sent via Fax/MN - Notice of Business Change.pdf,1wUpikY5gnvHS_jmHLGv9fw_UmmLX-csT,136338,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1wUpikY5gnvHS_jmHLGv9fw_UmmLX-csT
De-Registration Project/Paper Submissions/Sent via Fax/MI De-Registration Cover Letter.pdf,19ZVDu4-VZyEM7Si0mpZ5BV1i_LuHzdu_,1105774,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/19ZVDu4-VZyEM7Si0mpZ5BV1i_LuHzdu_
De-Registration Project/Paper Submissions/Sent via Fax/NM - Business Tax Registration Update Form.pdf,1zwkLFSCEjWX3zjIfgKpVRKNvmJ8lijAi,646561,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1zwkLFSCEjWX3zjIfgKpVRKNvmJ8lijAi
De-Registration Project/Paper Submissions/Sent via Fax/LA De-Registration Cover Letter.pdf,1AW92di3GLKhnngi2UVCbqL3l08dnEqs_,1105784,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1AW92di3GLKhnngi2UVCbqL3l08dnEqs_
De-Registration Project/Paper Submissions/Sent via Fax/AZ De-Registration Cover Letter.pdf,1EcnZTL3Nm0UW_WwDcUtWGBmJ6PtWbfK2,1106052,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1EcnZTL3Nm0UW_WwDcUtWGBmJ6PtWbfK2
De-Registration Project/Paper Submissions/Sent via Fax/IA De-Registration Cover Letter.pdf,1vuTS9Q1N68c1KR7dpWMiYZe5Tn77Eor9,1106360,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1vuTS9Q1N68c1KR7dpWMiYZe5Tn77Eor9
De-Registration Project/Paper Submissions/Sent via Fax/LA - Request to Close Business Tax Accounts.pdf,1PoDI73BGnwYC0F9cv7eaeyk62y6hge1i,89872,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1PoDI73BGnwYC0F9cv7eaeyk62y6hge1i
De-Registration Project/Paper Submissions/Sent via Fax/MI - Notice of Change or Discontinuance.pdf,1M08CFG3Pp7UGBkTUwQc48vMfnQ7y_IZ-,195596,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1M08CFG3Pp7UGBkTUwQc48vMfnQ7y_IZ-
De-Registration Project/Paper Submissions/Sent via Fax/NE - Change Request.pdf,1l-ZzaV2W4cw9zsJzAtVfj4ijB2txVdWI,167079,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1l-ZzaV2W4cw9zsJzAtVfj4ijB2txVdWI
De-Registration Project/Paper Submissions/Sent via Fax/AZ Business Account Update Form.pdf,1tcTFOvuYNHoO-BngfeIYXwCN_qjH_yJS,738420,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1tcTFOvuYNHoO-BngfeIYXwCN_qjH_yJS
De-Registration Project/Paper Submissions/Sent via Fax/CA - Notice of Close Out.pdf,14ChjMkYMucre97L7kBL6AKCW7Q0axNiM,305199,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/14ChjMkYMucre97L7kBL6AKCW7Q0axNiM
De-Registration Project/Paper Submissions/Sent via Fax/IL De-Registration Cover Letter.pdf,14jhNwS1d9x-BwHyS7PP-kLc06AAdOb4f,1105804,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/14jhNwS1d9x-BwHyS7PP-kLc06AAdOb4f
De-Registration Project/Paper Submissions/Sent via Fax/HI Notification of Cancellation.pdf,1bLdi-ICNeaOEnIA5aqbDQyj5jFuIU6il,147071,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1bLdi-ICNeaOEnIA5aqbDQyj5jFuIU6il
De-Registration Project/Paper Submissions/Sent via Fax/IA Representative Certification Form - Wet Signature.pdf,1FRYiMiQZULTJnODDhnstVRE3FJ2o2wi2,7235518,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1FRYiMiQZULTJnODDhnstVRE3FJ2o2wi2
De-Registration Project/Paper Submissions/Sent via Fax/IL Business Information Update.pdf,1sZzlJDKvk0Bj_CQfDsVvAYrg31hnok_p,2291061,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1sZzlJDKvk0Bj_CQfDsVvAYrg31hnok_p
De-Registration Project/Paper Submissions/Sent via Fax/HI De-Registration Cover Letter.pdf,1o-Wd1R4NxmTdh1usyp-3ppy-V8TppGU3,1106400,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1o-Wd1R4NxmTdh1usyp-3ppy-V8TppGU3
De-Registration Project/Paper Submissions/Sent via Fax/IA - Business Tax Cancellation.pdf,1r13Fz0Sa3UTXnAV7M9DCfy8RkKVxRt7e,224871,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1r13Fz0Sa3UTXnAV7M9DCfy8RkKVxRt7e
De-Registration Project/Paper Submissions/Sent via Fax/MN De-Registration Cover Letter.pdf,1vWvREtTzh2n0F3xStCe43Kv1qajp63r-,1105803,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1vWvREtTzh2n0F3xStCe43Kv1qajp63r-
De-Registration Project/Paper Submissions/Sent via Fax/KY De-Registration Cover Letter.pdf,1wrs-RvdL2b03oQRYLQOmkY5KKXDGyAnR,1106368,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1wrs-RvdL2b03oQRYLQOmkY5KKXDGyAnR
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (307) 7773632 - Sent.eml,1ergQOnKhsF17-BICaERHKPWpmKCL1UPN,20821,2/6/2026 5:34:35 PM,/GoogleDrive/DownloadFile/1ergQOnKhsF17-BICaERHKPWpmKCL1UPN
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (608) 3270232 - Sent.eml,17K6Ro98KP5ag38yHa_wXFuphecHuEBXL,20911,2/6/2026 5:34:31 PM,/GoogleDrive/DownloadFile/17K6Ro98KP5ag38yHa_wXFuphecHuEBXL
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (801) 2973573 - Sent.eml,14gGaSt93kub_AJcZNVDEfYorKDSparsi,20818,2/6/2026 5:34:28 PM,/GoogleDrive/DownloadFile/14gGaSt93kub_AJcZNVDEfYorKDSparsi
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (360) 7056699 - Sent.eml,1DMDd_v-XEqRNaKJVUIupj-d-JdZdgylS,20890,2/6/2026 5:28:10 PM,/GoogleDrive/DownloadFile/1DMDd_v-XEqRNaKJVUIupj-d-JdZdgylS
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (405) 5213826 - Sent.eml,1m2bV7VbqPcQAIvdCF72ckhEaJsaEMeTr,20688,2/6/2026 5:28:01 PM,/GoogleDrive/DownloadFile/1m2bV7VbqPcQAIvdCF72ckhEaJsaEMeTr
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (505) 8279876 - Sent.eml,1MKUnOP-97OBj6xtyL6AFoSm1wepUPOp3,20935,2/6/2026 5:01:42 PM,/GoogleDrive/DownloadFile/1MKUnOP-97OBj6xtyL6AFoSm1wepUPOp3
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (775) 6842020 - Sent.eml,1FPD7naU00BLvWFvv7vFRP9v4JzV4-QOZ,20825,2/6/2026 5:01:37 PM,/GoogleDrive/DownloadFile/1FPD7naU00BLvWFvv7vFRP9v4JzV4-QOZ
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (402) 4715927 - Sent.eml,1LqrDAzYD1VuTiTXBalehkX-eOPZeiHK8,20900,2/5/2026 9:26:02 PM,/GoogleDrive/DownloadFile/1LqrDAzYD1VuTiTXBalehkX-eOPZeiHK8
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (651) 5565155 - Sent.eml,1zYS1ziXTU2MAcfyVB2NC63ZkkE726MQa,20921,2/5/2026 9:18:06 PM,/GoogleDrive/DownloadFile/1zYS1ziXTU2MAcfyVB2NC63ZkkE726MQa
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (517) 6364491 - Sent.eml,1Y9X6Zw1bGcKl0TDdOSvaSxWXJxff4Dp3,20819,2/5/2026 9:18:03 PM,/GoogleDrive/DownloadFile/1Y9X6Zw1bGcKl0TDdOSvaSxWXJxff4Dp3
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (808) 5871488 - Sent.eml,11fytPyfzoKezdJRiS-Un96_WUNyZvflF,20808,2/5/2026 9:12:39 PM,/GoogleDrive/DownloadFile/11fytPyfzoKezdJRiS-Un96_WUNyZvflF
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (225) 2190806 - Sent.eml,1Nb-ZoyHvTxD5quO4r6hoADXGenJHIac8,20928,2/5/2026 9:12:36 PM,/GoogleDrive/DownloadFile/1Nb-ZoyHvTxD5quO4r6hoADXGenJHIac8
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (502) 5642041 - Sent.eml,1xk5-dTEWSHOF7sPRpr4whXviaKiDsI4u,20932,2/5/2026 9:12:32 PM,/GoogleDrive/DownloadFile/1xk5-dTEWSHOF7sPRpr4whXviaKiDsI4u
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (515) 2813906 - Sent.eml,1Gw7CszlnM6zQjvzzOU2s09beDsp_SwmY,21061,2/5/2026 9:12:29 PM,/GoogleDrive/DownloadFile/1Gw7CszlnM6zQjvzzOU2s09beDsp_SwmY
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (217) 7856013 - Sent.eml,1bkuh1zCTa0Jmcdlx-Ep-2x63b14IR0Ug,20796,2/5/2026 9:12:26 PM,/GoogleDrive/DownloadFile/1bkuh1zCTa0Jmcdlx-Ep-2x63b14IR0Ug
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (785) 2962073 - Sent.eml,1mo6wtiBIJ-usjgM4pgEN8A2UgNCYsc5R,20924,2/5/2026 9:12:22 PM,/GoogleDrive/DownloadFile/1mo6wtiBIJ-usjgM4pgEN8A2UgNCYsc5R
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (602) 5424771 - Sent.eml,1To8ez7HzztrxH4T4n_4QpBWk__KjmXW8,20795,2/3/2026 10:03:15 PM,/GoogleDrive/DownloadFile/1To8ez7HzztrxH4T4n_4QpBWk__KjmXW8
De-Registration Project/Paper Submissions/Sent via Fax/Fax Confirmation(s)/Fax Message Transmission Result to +1 (916) 2276641 - Sent.eml,1pvQoeXbqT7GpCeJ1An1p_PxUWp_qIU--,20920,2/3/2026 10:03:13 PM,/GoogleDrive/DownloadFile/1pvQoeXbqT7GpCeJ1An1p_PxUWp_qIU--
De-Registration Project/Paper Submissions/Sent via Email/OH SST information.pdf,1UnCun7JlplfnrUXcxbBlYJTxNVORzMqP,299079,2/19/2026 7:14:43 PM,/GoogleDrive/DownloadFile/1UnCun7JlplfnrUXcxbBlYJTxNVORzMqP
De-Registration Project/Paper Submissions/Sent via Email/ME De-Registration Cover Letter - signed.pdf,1R2SyPvnPY8I4ooCH882KvHmw4aS9JAEs,1050520,2/11/2026 5:14:04 PM,/GoogleDrive/DownloadFile/1R2SyPvnPY8I4ooCH882KvHmw4aS9JAEs
De-Registration Project/Paper Submissions/Sent via Email/PA Business_Account Cancellation Form.pdf,1Xkx-PlNpRy7cNju7eBH0wsdBZbM-obJl,180081,2/4/2026 1:45:54 AM,/GoogleDrive/DownloadFile/1Xkx-PlNpRy7cNju7eBH0wsdBZbM-obJl
De-Registration Project/Paper Submissions/Sent via Email/OH Business Account Update Form.pdf,17uQcWeKXf2Yb6MGVBlXdBhPL6tpHs2Z-,219933,2/4/2026 1:45:54 AM,/GoogleDrive/DownloadFile/17uQcWeKXf2Yb6MGVBlXdBhPL6tpHs2Z-
De-Registration Project/Paper Submissions/Sent via Email/OH De-Registration Cover Letter.pdf,1bPgcFVFSQNTqtKZyrT0JrTbAK8_Htn00,1106337,2/4/2026 1:45:54 AM,/GoogleDrive/DownloadFile/1bPgcFVFSQNTqtKZyrT0JrTbAK8_Htn00
De-Registration Project/Paper Submissions/Sent via Email/WV - Declaration of Final Business Activity.pdf,1-_TjfWvH6SkHC8bbDsg4cxR_9PUvB4sq,144166,2/4/2026 1:45:54 AM,/GoogleDrive/DownloadFile/1-_TjfWvH6SkHC8bbDsg4cxR_9PUvB4sq
De-Registration Project/Paper Submissions/Sent via Email/PA De-Registration Cover Letter.pdf,1W4Xw3qxmPSqAsbWGcFqqafcB8ojAv5kP,1106355,2/4/2026 1:45:54 AM,/GoogleDrive/DownloadFile/1W4Xw3qxmPSqAsbWGcFqqafcB8ojAv5kP
De-Registration Project/Paper Submissions/Sent via Email/SD De-Registration Cover Letter.pdf,1UJ-pyKbD4qgN9LZTsDr7ue6LAw-hICY5,1106355,2/4/2026 1:45:54 AM,/GoogleDrive/DownloadFile/1UJ-pyKbD4qgN9LZTsDr7ue6LAw-hICY5
De-Registration Project/Paper Submissions/Sent via Email/WV De-Registration Cover Letter.pdf,14BNIjJAmS0jJWA9tRMRYaWQkzNmO2ES5,1106356,2/4/2026 1:45:54 AM,/GoogleDrive/DownloadFile/14BNIjJAmS0jJWA9tRMRYaWQkzNmO2ES5
De-Registration Project/Paper Submissions/Sent via Email/ND De-Registration Cover Letter.pdf,14mmtZyYSMoH2ZkS-I--H4p4WEKb1KJBL,1106400,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/14mmtZyYSMoH2ZkS-I--H4p4WEKb1KJBL
De-Registration Project/Paper Submissions/Sent via Email/AL De-Registration Cover Letter.pdf,1c74eYDbkaSwL9BCUbp5gPElLXJ_oCWfo,1106754,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1c74eYDbkaSwL9BCUbp5gPElLXJ_oCWfo
De-Registration Project/Paper Submissions/Sent via Email/MD Sales And Use Tax Final Return Form.pdf,1tJO-STqFsrHeEQ3SAyqTASx9HfJcLKaL,165061,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1tJO-STqFsrHeEQ3SAyqTASx9HfJcLKaL
De-Registration Project/Paper Submissions/Sent via Email/MD De-Registration Cover Letter.pdf,1ztirknLsSJ5MpiIM4qKKgzmlk3ViGbfp,1105730,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1ztirknLsSJ5MpiIM4qKKgzmlk3ViGbfp
De-Registration Project/Paper Submissions/Sent via Email/MO De-Registration Cover Letter.pdf,1IHqRn2NU-g8Se1hh1E9_z0yQtU-o4NeH,1106363,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1IHqRn2NU-g8Se1hh1E9_z0yQtU-o4NeH
De-Registration Project/Paper Submissions/Sent via Email/ME De-Registration Cover Letter.pdf,1l3K6xQVSNz4Lq1cp8mL2U5BW3fJJtbZO,1106333,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1l3K6xQVSNz4Lq1cp8mL2U5BW3fJJtbZO
De-Registration Project/Paper Submissions/Sent via Email/MO - Final Report Form 5633.pdf,1hWvZ_W01M7qJ8BSYWVkejRgAxcHxD5r1,76615,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1hWvZ_W01M7qJ8BSYWVkejRgAxcHxD5r1
De-Registration Project/Paper Submissions/Sent via Email/AL - Business Closing Form.pdf,1tUEYMB_mnDz-lVvNebb43upSdy5PEZyn,27866,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1tUEYMB_mnDz-lVvNebb43upSdy5PEZyn
De-Registration Project/Paper Submissions/Sent via Email/ME - resent via online - 1.31.26/ME De-Registration Cover Letter - signed.pdf,1bRcPfvKC_6fqEeAaXuaJafS2mUGFWqrg,1050520,2/11/2026 5:14:04 PM,/GoogleDrive/DownloadFile/1bRcPfvKC_6fqEeAaXuaJafS2mUGFWqrg
De-Registration Project/Paper Submissions/Sent via Email/ME - resent via online - 1.31.26/ME De-Registration Cover Letter.pdf,1RRnjC_72mIRTiR4JnxS3MPxUmQ-3QtRC,1106333,2/4/2026 1:45:52 AM,/GoogleDrive/DownloadFile/1RRnjC_72mIRTiR4JnxS3MPxUmQ-3QtRC
De-Registration Project/Paper Submissions/Sent via Email/Email Confirmation(s)/Relayed SD De-Registration Request – OJMD PARTNERSHIP.eml,1H1blOFCqIY1ISx2aUKVuXrSr0SKFpI57,27176,2/6/2026 7:00:27 PM,/GoogleDrive/DownloadFile/1H1blOFCqIY1ISx2aUKVuXrSr0SKFpI57
De-Registration Project/Paper Submissions/Sent via Email/Email Confirmation(s)/Relayed WV De-Registration Request – OJMD PARTNERSHIP.eml,1brb0nhOwQNmYdhmUdGrZ_Jg7eeORANRk,26971,2/6/2026 5:27:25 PM,/GoogleDrive/DownloadFile/1brb0nhOwQNmYdhmUdGrZ_Jg7eeORANRk
De-Registration Project/Paper Submissions/Sent via Email/Email Confirmation(s)/Relayed PA De-Registration Request – OJMD PARTNERSHIP.eml,1u1B9uh6zc-aLEXJDAiiDnUf-KLmKxy6A,26891,2/6/2026 5:01:08 PM,/GoogleDrive/DownloadFile/1u1B9uh6zc-aLEXJDAiiDnUf-KLmKxy6A
De-Registration Project/Paper Submissions/Sent via Email/Email Confirmation(s)/Relayed OH De-Registration Request – OJMD PARTNERSHIP.eml,1YlHrhF7WzGy6jdNPc-bC6Rvy_TUhyONA,26875,2/6/2026 4:54:40 PM,/GoogleDrive/DownloadFile/1YlHrhF7WzGy6jdNPc-bC6Rvy_TUhyONA
De-Registration Project/Paper Submissions/Sent via Email/Email Confirmation(s)/Relayed ME De-Registration Request – OJMD PARTNERSHIP.eml,1_Pq3agkBRknGRtv_9iE58TkYPIQw-eI2,26541,2/5/2026 9:17:41 PM,/GoogleDrive/DownloadFile/1_Pq3agkBRknGRtv_9iE58TkYPIQw-eI2
De-Registration Project/Paper Submissions/Sent via Email/Email Confirmation(s)/Relayed ND De-Registration Request – OJMD PARTNERSHIP.eml,1N7GWf3gJ0s9EZJ1kifPR8LF582uLAskp,26393,2/5/2026 9:17:38 PM,/GoogleDrive/DownloadFile/1N7GWf3gJ0s9EZJ1kifPR8LF582uLAskp
De-Registration Project/Paper Submissions/Sent via Email/Email Confirmation(s)/Relayed MO De-Registration Request – OJMD PARTNERSHIP.eml,1iaqxdN6qZ7ZSA10mAizGlemK5WChM95t,26306,2/5/2026 9:11:44 PM,/GoogleDrive/DownloadFile/1iaqxdN6qZ7ZSA10mAizGlemK5WChM95t
De-Registration Project/Paper Submissions/Sent via Email/Email Confirmation(s)/Relayed MD De-Registration Request – OJMD PARTNERSHIP.eml,18-AM8Nxodcd6VcXHKAPg7IKZrYQgbq9R,26045,2/5/2026 8:00:13 PM,/GoogleDrive/DownloadFile/18-AM8Nxodcd6VcXHKAPg7IKZrYQgbq9R
De-Registration Project/Paper Submissions/Sent via Email/Email Confirmation(s)/Relayed AL De-Registration Request – OJMD PARTNERSHIP.eml,1oHni00mtxtgD1uxGyLoD3aPT8Rk6fL3Z,26085,2/3/2026 8:48:18 PM,/GoogleDrive/DownloadFile/1oHni00mtxtgD1uxGyLoD3aPT8Rk6fL3Z
De-Registration Project/Paper Submissions/Sent via Email/Email Confirmation(s)/Authority Confirmation(s)/RE ND De-Registration Request – OJMD PARTNERSHIP (SST).eml,1YOE1pMa5ng3y80_JlQZPRafrFmpQEeg8,36357,2/6/2026 6:55:58 PM,/GoogleDrive/DownloadFile/1YOE1pMa5ng3y80_JlQZPRafrFmpQEeg8
De-Registration Project/Online Submissions/MS Online Submission - 3.13.26.pdf,1VfvUBEQ94i_4-s5fUzBZ3n0ANdSx55Mv,173515,3/13/2026 4:10:27 PM,/GoogleDrive/DownloadFile/1VfvUBEQ94i_4-s5fUzBZ3n0ANdSx55Mv
De-Registration Project/Online Submissions/GA Online Submission - already done.pdf,1LcnYrApQSh9frGO918nRiG1eyGcn9-mX,211642,3/13/2026 4:06:55 PM,/GoogleDrive/DownloadFile/1LcnYrApQSh9frGO918nRiG1eyGcn9-mX
De-Registration Project/Online Submissions/NY - Final Return.pdf,17-11HXS9Ac-i7vc2YCxGSL_TMRcE9P2Z,118490,3/13/2026 4:05:28 PM,/GoogleDrive/DownloadFile/17-11HXS9Ac-i7vc2YCxGSL_TMRcE9P2Z
De-Registration Project/Online Submissions/ME Online Submission - 1.31.26.pdf,1Yc4HSSUdlLO-IN-5H61zo1mec8Cvzhwl,139931,2/12/2026 8:58:21 PM,/GoogleDrive/DownloadFile/1Yc4HSSUdlLO-IN-5H61zo1mec8Cvzhwl
De-Registration Project/Online Submissions/VA Online Submission.pdf,1ZnKyqI3pVw-IZ5A344oMrTnVV3h62Gx4,51967,2/6/2026 5:21:32 PM,/GoogleDrive/DownloadFile/1ZnKyqI3pVw-IZ5A344oMrTnVV3h62Gx4
De-Registration Project/Online Submissions/TX Online Submission - physical.pdf,1jV5BIPiMIhEqR2SLnTf_iOB_FOHDWJ0h,73729,2/6/2026 5:19:05 PM,/GoogleDrive/DownloadFile/1jV5BIPiMIhEqR2SLnTf_iOB_FOHDWJ0h
De-Registration Project/Online Submissions/TX Online Submission - remote.pdf,1bpf4XHAP0onJDcES24WYFPpfC5I8raNu,43311,2/6/2026 5:18:52 PM,/GoogleDrive/DownloadFile/1bpf4XHAP0onJDcES24WYFPpfC5I8raNu
